id, idEntity, restorationStart, restorationEnd
115, 111 ,"1982-09-12 00:00:00", "1986-08-15 00:00:00"
116, 112 ,"1967-04-10 00:00:00", "1971-01-15 00:00:00"
117, 113 ,"2015-02-13 00:00:00", "2015-12-08 00:00:00"
118, 114 ,"2015-10-10 00:00:00", "2023-10-19 00:00:00"
119, 115 ,"1948-07-31 00:00:00", "1952-01-14 00:00:00"
120, 116 ,"1934-08-04 00:00:00", "1936-09-22 00:00:00"
121, 116 ,"1947-09-09 00:00:00", "1953-06-09 00:00:00"
122, 117 ,"1996-05-19 00:00:00", "1997-10-15 00:00:00"
123, 118 ,"1946-02-06 00:00:00", "1951-02-09 00:00:00"
124, 119 ,"1993-03-16 00:00:00", "1993-07-15 00:00:00"
125, 120 ,"1998-08-15 00:00:00", "2001-07-10 00:00:00"
126, 121 ,"2021-08-15 00:00:00", "2025-01-20 00:00:00"
127, 122 ,"1957-11-08 00:00:00", "1962-10-10 00:00:00"
128, 123 ,"1942-01-08 00:00:00", "1943-07-04 00:00:00"
129, 124 ,"2005-09-18 00:00:00", "2011-09-23 00:00:00"
130, 125 ,"2018-12-23 00:00:00", "2020-09-10 00:00:00"
131, 126 ,"1960-04-16 00:00:00", "1962-12-23 00:00:00"
132, 127 ,"1915-06-18 00:00:00", "1918-06-08 00:00:00"
133, 128 ,"2011-10-12 00:00:00", "2018-09-03 00:00:00"
134, 129 ,"2016-06-06 00:00:00", "2023-12-12 00:00:00"
135, 130 ,"1986-07-16 00:00:00", "1996-11-25 00:00:00"
136, 131 ,"1987-01-30 00:00:00", "1987-09-21 00:00:00"
137, 132 ,"2002-06-25 00:00:00", "2007-12-20 00:00:00"
138, 133 ,"1990-04-10 00:00:00", "1995-11-14 00:00:00"
139, 134 ,"1923-04-03 00:00:00", "1927-10-18 00:00:00"
140, 135 ,"1913-04-12 00:00:00", "1921-04-05 00:00:00"
141, 136 ,"1980-10-01 00:00:00", "1982-10-09 00:00:00"
142, 136 ,"1995-12-24 00:00:00", "2000-06-11 00:00:00"
143, 137 ,"2009-08-19 00:00:00", "2016-06-23 00:00:00"
144, 138 ,"1978-08-31 00:00:00", "1982-04-12 00:00:00"
145, 139 ,"1939-07-14 00:00:00", "1940-08-17 00:00:00"
146, 140 ,"1989-04-16 00:00:00", "1992-11-08 00:00:00"
147, 141 ,"1959-06-20 00:00:00", "1959-07-28 00:00:00"
148, 142 ,"1926-05-21 00:00:00", "1932-09-07 00:00:00"
149, 142 ,"1995-11-22 00:00:00", "2005-01-06 00:00:00"
150, 143 ,"1957-05-20 00:00:00", "1958-09-01 00:00:00"
151, 143 ,"2015-03-08 00:00:00", "2018-01-08 00:00:00"
152, 144 ,"1996-06-08 00:00:00", "2006-12-10 00:00:00"
153, 145 ,"1982-10-21 00:00:00", "1990-05-27 00:00:00"
154, 146 ,"1991-05-07 00:00:00", "1999-05-22 00:00:00"
155, 147 ,"1948-10-06 00:00:00", "1952-08-20 00:00:00"
156, 147 ,"1965-08-30 00:00:00", "1966-01-14 00:00:00"
157, 148 ,"1943-10-12 00:00:00", "1950-01-03 00:00:00"
158, 149 ,"1984-03-27 00:00:00", "1993-07-23 00:00:00"
159, 150 ,"1984-07-01 00:00:00", "1994-02-15 00:00:00"
160, 151 ,"2000-12-27 00:00:00", "2002-04-04 00:00:00"
161, 152 ,"2009-06-03 00:00:00", "2017-12-18 00:00:00"
162, 153 ,"2005-10-20 00:00:00", "2010-09-15 00:00:00"
163, 154 ,"1974-08-23 00:00:00", "1976-11-02 00:00:00"
164, 155 ,"2006-10-13 00:00:00", "2007-06-05 00:00:00"
165, 156 ,"1995-12-02 00:00:00", "1995-06-27 00:00:00"
166, 157 ,"1971-12-20 00:00:00", "1980-04-03 00:00:00"
167, 158 ,"2021-07-15 00:00:00", "2027-04-23 00:00:00"
168, 159 ,"1980-12-15 00:00:00", "1987-12-01 00:00:00"
169, 160 ,"1968-03-30 00:00:00", "1973-11-01 00:00:00"
170, 161 ,"1986-12-07 00:00:00", "1986-03-05 00:00:00"
171, 161 ,"2003-09-14 00:00:00", "2007-06-17 00:00:00"
172, 162 ,"1953-09-01 00:00:00", "1960-05-10 00:00:00"
173, 163 ,"1997-06-01 00:00:00", "2002-01-11 00:00:00"
174, 164 ,"2018-11-24 00:00:00", "2019-05-22 00:00:00"
175, 165 ,"1928-02-12 00:00:00", "1932-12-19 00:00:00"
176, 166 ,"1972-02-17 00:00:00", "1972-11-14 00:00:00"
177, 167 ,"1955-05-29 00:00:00", "1956-07-28 00:00:00"
178, 168 ,"1982-05-25 00:00:00", "1990-11-27 00:00:00"
179, 169 ,"1987-07-30 00:00:00", "1989-12-02 00:00:00"
180, 170 ,"1982-05-07 00:00:00", "1988-04-17 00:00:00"
181, 171 ,"2018-11-29 00:00:00", "2019-01-27 00:00:00"
182, 172 ,"1990-03-15 00:00:00", "1999-10-07 00:00:00"
183, 173 ,"1979-10-23 00:00:00", "1981-06-02 00:00:00"
184, 174 ,"1938-11-20 00:00:00", "1940-03-02 00:00:00"
185, 175 ,"1925-04-17 00:00:00", "1934-01-16 00:00:00"
186, 176 ,"2015-03-21 00:00:00", "2016-06-06 00:00:00"
187, 177 ,"1967-12-19 00:00:00", "1975-01-22 00:00:00"
188, 178 ,"1944-01-01 00:00:00", "1953-10-26 00:00:00"
189, 179 ,"1957-06-21 00:00:00", "1967-12-16 00:00:00"
190, 180 ,"2019-07-27 00:00:00", "2026-03-06 00:00:00"
191, 181 ,"1988-12-30 00:00:00", "1993-03-23 00:00:00"
192, 182 ,"2007-04-27 00:00:00", "2012-04-28 00:00:00"
193, 183 ,"2020-11-24 00:00:00", "2023-09-24 00:00:00"
194, 184 ,"1958-12-02 00:00:00", "1960-09-02 00:00:00"
195, 185 ,"2019-04-30 00:00:00", "2024-05-16 00:00:00"
196, 186 ,"2004-06-27 00:00:00", "2010-06-12 00:00:00"
197, 187 ,"2000-03-06 00:00:00", "2000-04-26 00:00:00"
198, 188 ,"1986-06-09 00:00:00", "1995-12-21 00:00:00"
199, 189 ,"1941-05-20 00:00:00", "1947-05-25 00:00:00"
200, 190 ,"2018-08-22 00:00:00", "2028-10-22 00:00:00"
201, 191 ,"2018-06-22 00:00:00", "2018-07-22 00:00:00"
202, 192 ,"1981-03-26 00:00:00", "1982-11-03 00:00:00"
203, 192 ,"2008-11-09 00:00:00", "2013-10-16 00:00:00"
204, 193 ,"1992-02-18 00:00:00", "1996-03-19 00:00:00"
205, 194 ,"1967-07-13 00:00:00", "1970-08-10 00:00:00"
206, 195 ,"1985-05-27 00:00:00", "1991-11-09 00:00:00"
207, 196 ,"1936-03-30 00:00:00", "1940-01-15 00:00:00"
208, 197 ,"1949-06-29 00:00:00", "1953-12-26 00:00:00"
209, 198 ,"1951-04-16 00:00:00", "1954-09-14 00:00:00"
210, 199 ,"1956-01-18 00:00:00", "1964-08-04 00:00:00"
211, 200 ,"1994-11-12 00:00:00", "1997-07-23 00:00:00"
212, 201 ,"1938-01-19 00:00:00", "1948-10-18 00:00:00"
213, 202 ,"1937-08-17 00:00:00", "1946-01-27 00:00:00"
214, 203 ,"1966-11-22 00:00:00", "1971-06-21 00:00:00"
215, 204 ,"1980-03-25 00:00:00", "1990-04-11 00:00:00"
216, 205 ,"1927-03-28 00:00:00", "1932-10-22 00:00:00"
217, 206 ,"1994-06-02 00:00:00", "1997-02-12 00:00:00"
218, 207 ,"2010-06-05 00:00:00", "2018-04-06 00:00:00"
219, 208 ,"1982-05-14 00:00:00", "1991-10-10 00:00:00"
220, 209 ,"1953-02-14 00:00:00", "1960-08-16 00:00:00"
221, 210 ,"1993-09-30 00:00:00", "1998-03-25 00:00:00"
222, 211 ,"1977-09-14 00:00:00", "1987-02-02 00:00:00"
223, 212 ,"1988-01-04 00:00:00", "1997-07-18 00:00:00"
224, 212 ,"2021-09-11 00:00:00", "2022-04-08 00:00:00"
225, 213 ,"1961-08-16 00:00:00", "1965-09-24 00:00:00"
226, 214 ,"2017-04-23 00:00:00", "2017-05-16 00:00:00"
227, 215 ,"2012-12-02 00:00:00", "2016-12-26 00:00:00"
228, 216 ,"1955-03-17 00:00:00", "1956-02-28 00:00:00"
229, 217 ,"2003-10-06 00:00:00", "2007-11-07 00:00:00"
230, 218 ,"1932-08-24 00:00:00", "1932-03-10 00:00:00"
231, 219 ,"1971-08-17 00:00:00", "1980-03-07 00:00:00"
232, 220 ,"1973-04-11 00:00:00", "1981-06-11 00:00:00"
233, 221 ,"1986-01-13 00:00:00", "1995-11-10 00:00:00"
234, 222 ,"2004-10-28 00:00:00", "2007-11-05 00:00:00"
235, 223 ,"2004-04-12 00:00:00", "2008-01-27 00:00:00"
236, 224 ,"1962-04-04 00:00:00", "1962-03-25 00:00:00"
237, 225 ,"1974-09-21 00:00:00", "1978-02-22 00:00:00"
238, 226 ,"2015-05-12 00:00:00", "2016-06-07 00:00:00"
239, 227 ,"1977-11-15 00:00:00", "1987-04-13 00:00:00"
240, 228 ,"1935-01-25 00:00:00", "1938-08-15 00:00:00"
241, 229 ,"1990-06-27 00:00:00", "1993-11-24 00:00:00"
242, 230 ,"1952-01-12 00:00:00", "1958-06-23 00:00:00"
243, 231 ,"1986-09-01 00:00:00", "1991-06-08 00:00:00"
244, 232 ,"1996-09-19 00:00:00", "2004-10-17 00:00:00"
245, 233 ,"2003-01-12 00:00:00", "2009-09-17 00:00:00"
246, 234 ,"2008-08-25 00:00:00", "2013-10-26 00:00:00"
247, 235 ,"2013-01-24 00:00:00", "2021-08-19 00:00:00"
248, 236 ,"1983-10-29 00:00:00", "1984-02-15 00:00:00"
249, 237 ,"1977-02-20 00:00:00", "1980-10-12 00:00:00"
250, 238 ,"1971-01-09 00:00:00", "1980-10-18 00:00:00"
251, 239 ,"2004-09-28 00:00:00", "2005-11-12 00:00:00"
252, 240 ,"1980-12-11 00:00:00", "1988-09-09 00:00:00"
253, 240 ,"2018-01-09 00:00:00", "2023-11-25 00:00:00"
254, 241 ,"1909-04-11 00:00:00", "1918-12-20 00:00:00"
255, 242 ,"1950-04-03 00:00:00", "1958-04-26 00:00:00"
256, 243 ,"1985-02-21 00:00:00", "1987-04-21 00:00:00"
257, 244 ,"1946-08-27 00:00:00", "1956-03-06 00:00:00"
258, 245 ,"1945-02-06 00:00:00", "1952-08-13 00:00:00"
259, 246 ,"1967-06-11 00:00:00", "1973-05-23 00:00:00"
260, 247 ,"1932-09-04 00:00:00", "1940-03-25 00:00:00"
261, 248 ,"1996-11-30 00:00:00", "1996-01-21 00:00:00"
262, 249 ,"1956-04-18 00:00:00", "1963-09-20 00:00:00"
263, 250 ,"1963-07-27 00:00:00", "1964-09-27 00:00:00"
264, 251 ,"1922-04-13 00:00:00", "1923-08-04 00:00:00"
265, 252 ,"1962-11-23 00:00:00", "1969-12-09 00:00:00"
266, 252 ,"2017-04-18 00:00:00", "2024-01-10 00:00:00"
267, 253 ,"1994-04-17 00:00:00", "1998-11-13 00:00:00"
268, 254 ,"2007-03-08 00:00:00", "2014-08-03 00:00:00"
269, 255 ,"1993-01-17 00:00:00", "1998-09-10 00:00:00"
270, 256 ,"1917-09-10 00:00:00", "1919-08-10 00:00:00"
271, 257 ,"1967-04-24 00:00:00", "1969-05-11 00:00:00"
272, 258 ,"1986-01-04 00:00:00", "1994-08-27 00:00:00"
273, 259 ,"1969-03-14 00:00:00", "1974-07-24 00:00:00"
274, 260 ,"1926-03-04 00:00:00", "1934-03-18 00:00:00"
275, 261 ,"1941-04-16 00:00:00", "1943-04-28 00:00:00"
276, 262 ,"2020-12-03 00:00:00", "2030-09-09 00:00:00"
277, 263 ,"2008-05-22 00:00:00", "2014-10-06 00:00:00"
278, 264 ,"2000-02-06 00:00:00", "2004-12-06 00:00:00"
279, 265 ,"2002-07-15 00:00:00", "2010-09-10 00:00:00"
280, 266 ,"1963-09-09 00:00:00", "1965-03-26 00:00:00"
281, 267 ,"2011-03-28 00:00:00", "2015-11-11 00:00:00"
282, 268 ,"1974-05-04 00:00:00", "1976-06-03 00:00:00"
283, 269 ,"2015-12-22 00:00:00", "2015-04-01 00:00:00"
284, 270 ,"1997-07-28 00:00:00", "2001-02-08 00:00:00"
285, 271 ,"2011-10-03 00:00:00", "2021-06-18 00:00:00"
286, 272 ,"1965-07-15 00:00:00", "1969-05-12 00:00:00"
287, 273 ,"1974-02-02 00:00:00", "1974-11-15 00:00:00"
288, 274 ,"1975-12-12 00:00:00", "1978-04-22 00:00:00"
289, 275 ,"2019-03-07 00:00:00", "2023-06-14 00:00:00"
290, 276 ,"1981-04-06 00:00:00", "1991-05-14 00:00:00"
291, 277 ,"2003-05-15 00:00:00", "2006-10-02 00:00:00"
292, 278 ,"1981-05-27 00:00:00", "1983-01-22 00:00:00"
293, 279 ,"1985-12-05 00:00:00", "1995-08-28 00:00:00"
294, 280 ,"2006-02-17 00:00:00", "2007-12-01 00:00:00"
295, 281 ,"1991-03-03 00:00:00", "1994-01-09 00:00:00"
296, 282 ,"1948-05-07 00:00:00", "1952-11-13 00:00:00"
297, 283 ,"1925-06-21 00:00:00", "1927-10-23 00:00:00"
298, 284 ,"2017-10-13 00:00:00", "2025-01-12 00:00:00"
299, 285 ,"2002-04-17 00:00:00", "2012-02-13 00:00:00"
300, 286 ,"2006-07-20 00:00:00", "2016-06-23 00:00:00"
301, 287 ,"1956-08-27 00:00:00", "1958-08-11 00:00:00"
302, 288 ,"1996-02-05 00:00:00", "1996-10-20 00:00:00"
303, 289 ,"1988-05-05 00:00:00", "1992-07-22 00:00:00"
304, 290 ,"1981-08-25 00:00:00", "1984-12-23 00:00:00"
305, 291 ,"1946-10-14 00:00:00", "1949-03-01 00:00:00"
306, 292 ,"1996-12-18 00:00:00", "2004-08-03 00:00:00"
307, 293 ,"1974-02-07 00:00:00", "1974-07-25 00:00:00"
308, 294 ,"2000-01-04 00:00:00", "2005-01-24 00:00:00"
309, 295 ,"1992-04-15 00:00:00", "1992-07-15 00:00:00"
310, 296 ,"2022-01-30 00:00:00", "2028-08-25 00:00:00"
311, 297 ,"1979-01-23 00:00:00", "1981-04-19 00:00:00"
312, 298 ,"1984-03-23 00:00:00", "1994-04-22 00:00:00"
313, 299 ,"2004-04-11 00:00:00", "2005-09-08 00:00:00"
314, 300 ,"1982-12-26 00:00:00", "1992-11-07 00:00:00"
315, 301 ,"1994-01-31 00:00:00", "2002-03-07 00:00:00"
316, 302 ,"1989-02-13 00:00:00", "1992-06-09 00:00:00"
317, 303 ,"1999-02-02 00:00:00", "2003-12-28 00:00:00"
318, 304 ,"1942-06-05 00:00:00", "1945-05-13 00:00:00"
319, 305 ,"1990-07-26 00:00:00", "1996-01-24 00:00:00"
320, 306 ,"1978-06-24 00:00:00", "1980-03-16 00:00:00"
321, 307 ,"1979-11-23 00:00:00", "1984-02-01 00:00:00"
322, 308 ,"2002-01-24 00:00:00", "2002-06-05 00:00:00"
323, 309 ,"2017-10-22 00:00:00", "2022-09-26 00:00:00"
324, 310 ,"1973-01-05 00:00:00", "1974-05-13 00:00:00"
325, 311 ,"2000-02-16 00:00:00", "2004-11-06 00:00:00"
326, 312 ,"1958-02-15 00:00:00", "1968-02-14 00:00:00"
327, 313 ,"1981-08-18 00:00:00", "1983-01-24 00:00:00"
328, 314 ,"2017-10-06 00:00:00", "2024-03-05 00:00:00"
329, 315 ,"1975-03-06 00:00:00", "1981-11-15 00:00:00"
330, 316 ,"2000-03-22 00:00:00", "2008-04-16 00:00:00"
331, 317 ,"1990-02-21 00:00:00", "1999-07-22 00:00:00"
332, 317 ,"2016-03-02 00:00:00", "2021-08-13 00:00:00"
333, 318 ,"1955-04-19 00:00:00", "1964-10-26 00:00:00"
334, 319 ,"1989-12-28 00:00:00", "1990-06-21 00:00:00"
335, 320 ,"1995-02-11 00:00:00", "2005-11-14 00:00:00"
336, 321 ,"1922-12-27 00:00:00", "1926-11-18 00:00:00"
337, 322 ,"2004-06-08 00:00:00", "2007-09-24 00:00:00"
338, 323 ,"1993-06-24 00:00:00", "2003-01-01 00:00:00"
339, 324 ,"1997-04-21 00:00:00", "1997-01-02 00:00:00"
340, 325 ,"1953-07-02 00:00:00", "1954-11-02 00:00:00"
341, 326 ,"1988-11-18 00:00:00", "1989-11-13 00:00:00"
342, 327 ,"1995-04-26 00:00:00", "2005-07-05 00:00:00"
343, 327 ,"2019-03-31 00:00:00", "2021-09-28 00:00:00"
344, 328 ,"1997-04-29 00:00:00", "2006-02-15 00:00:00"
345, 329 ,"2006-12-27 00:00:00", "2006-11-15 00:00:00"
346, 330 ,"1999-04-30 00:00:00", "2001-11-21 00:00:00"
347, 331 ,"2006-12-18 00:00:00", "2015-10-10 00:00:00"
348, 332 ,"1935-07-21 00:00:00", "1943-09-09 00:00:00"
349, 333 ,"2011-08-16 00:00:00", "2014-11-23 00:00:00"
350, 334 ,"1952-05-25 00:00:00", "1961-03-19 00:00:00"
351, 335 ,"2022-12-06 00:00:00", "2030-12-11 00:00:00"
352, 336 ,"2013-06-02 00:00:00", "2016-05-08 00:00:00"
353, 337 ,"2003-06-11 00:00:00", "2004-07-03 00:00:00"
354, 338 ,"1950-01-10 00:00:00", "1959-08-14 00:00:00"
355, 339 ,"1984-08-04 00:00:00", "1989-07-08 00:00:00"
356, 340 ,"1930-02-05 00:00:00", "1931-05-13 00:00:00"
357, 341 ,"1971-08-10 00:00:00", "1972-11-08 00:00:00"
358, 342 ,"2005-07-27 00:00:00", "2008-03-19 00:00:00"
359, 343 ,"2007-03-23 00:00:00", "2010-04-09 00:00:00"
360, 344 ,"2009-11-03 00:00:00", "2014-08-26 00:00:00"
361, 345 ,"1907-02-10 00:00:00", "1912-12-27 00:00:00"
362, 346 ,"1977-09-08 00:00:00", "1984-01-17 00:00:00"
363, 347 ,"1919-06-15 00:00:00", "1924-06-23 00:00:00"
364, 348 ,"2001-07-01 00:00:00", "2002-06-21 00:00:00"
365, 349 ,"2020-11-29 00:00:00", "2026-02-11 00:00:00"
366, 350 ,"1957-05-10 00:00:00", "1963-04-03 00:00:00"
367, 351 ,"1971-05-04 00:00:00", "1974-12-05 00:00:00"
368, 352 ,"1985-02-08 00:00:00", "1987-09-09 00:00:00"
369, 353 ,"1969-06-23 00:00:00", "1976-12-18 00:00:00"
370, 354 ,"1931-12-15 00:00:00", "1935-01-16 00:00:00"
371, 355 ,"2018-08-21 00:00:00", "2018-11-14 00:00:00"
372, 355 ,"2020-06-02 00:00:00", "2028-11-11 00:00:00"
373, 356 ,"2022-04-23 00:00:00", "2026-07-05 00:00:00"
374, 357 ,"2014-10-31 00:00:00", "2020-11-18 00:00:00"
375, 358 ,"2003-01-03 00:00:00", "2005-01-01 00:00:00"
376, 359 ,"1998-07-08 00:00:00", "2003-03-17 00:00:00"
377, 360 ,"1949-08-30 00:00:00", "1951-06-04 00:00:00"
378, 361 ,"1998-04-14 00:00:00", "1999-04-12 00:00:00"
379, 362 ,"1983-05-24 00:00:00", "1988-03-26 00:00:00"
380, 363 ,"1948-07-27 00:00:00", "1955-06-28 00:00:00"
381, 364 ,"1931-09-15 00:00:00", "1936-08-27 00:00:00"
382, 365 ,"1987-06-25 00:00:00", "1994-11-09 00:00:00"
383, 366 ,"2012-02-04 00:00:00", "2018-07-21 00:00:00"
384, 367 ,"1941-06-01 00:00:00", "1949-07-02 00:00:00"
385, 368 ,"2006-10-14 00:00:00", "2009-03-11 00:00:00"
386, 369 ,"1926-03-21 00:00:00", "1930-05-20 00:00:00"
387, 370 ,"1961-10-14 00:00:00", "1966-07-04 00:00:00"
